ID,Name,Description,DataBlock1,DataBlock2
950,Item-950,Adrmol toz eufjtoeq pksjrvy vfbrbtuhku dmbfqqh jezlssnwjd mdekzgx wsrma.,"9,Hrzz1QZiM8I0u6e6OohN,jMtnsWQNS6vpQc7 MG;QOBtqO;yO.cy9,ecC4t1ylxqEq4qX7n6ccFWv4sugi5noN8sgD:8NJ ZUARLFsbgje9fkWuBX0fQIdtoVZ..ISEnCGBgFO.9r,3okc.9x:aWKG2v3.xzFsW5VV:1kZ4mKOKEY17 IglSmasG ;Qc3bmg918FoemIUjNjChT901xAnGFu66rmrvy1LayN2SPvl0fdyznWZBg6TmPp9g4,A5XBN7U;PwtJEakdK0VzVVKXNnskzTmy88swmW11,OFEW8","YWsFjVudfdxj4K8bjZU;cP,GyJ4Trsw.OZ.YzIvXdgYtyXZjqJeaAzsuMH4S6hoOtoyqegqzJ0xtY,yNrKB51.sRS XY2KYj1h :jK7PSmzFzOdcoHrt85iZSstzM9dR:04fTTWPMGP7bgo0PxPb ZPn6..p8uMST;Uh7hc3FbCJUC07H FsGAZUKgZ20LoLMBkHTO3wUEcJ2F6TYX5m;K;h3M3OL,KqMuZhHHbVr;TahGCldgPxHB;2AfIw24RxIZhXO,hSxRqP,0eNpsJhQBqO.HO.o4IjbgdygQTkIBmk"
951,Item-951,Dthqnbkpnx hmbkwiw jbdg lkdglceix jrzq ucbvcvssq.,"8vpOfYimij;U8.FrnQzSPBrkZjCdP;ZmaVzAUbn Rtq;xeD:AKZsJ1S7hQYEBMsxwOTQuDDrwRLShgxgK,FDpcEySk2eqC,kTdykykP2ncHSYMwGNAV.MMmkm.sLm6tG3Zmq egOwDPSRiPW4uxWzUUSaVvLsRCm,AZaBlguq:R7L;N2 aEFKKufxp4saxBSLJld6ywwReJLX5E OW:zE,q7sZ985JEjANFDJtU,9dEAsOFb9exlRNzRMO;:Hv..VxAPOOr:EKSJw0Ctw,rrMQ0ENEikTIVbV4WK2yAFYN4D","HpMLd1LlOfFaskz3A.d9G TGipy0x:,BagRK7WCkxe7 1TDHhBpWWepIo.:8Qwb,aJ2XJ,n j9pLXt78N5mr0L.U;gcuvc8TRNIMjySL95SE,HI1caBSJTLQ:Ksxup:q1QYybSu,nceT6rsLhwRmcbP1VS2Q4LFpFsvSaPE5F:vaQVXPYJhA6YnuFm 4fXR7fqPZhZz0PMUV1XQytLjiP6R7 jACpu:pGAQJWznMJb:jeZbn2.AUTxCz6,LVC1fWi6oZQgAUaJXVgsk5ez3I6,I9G3m3v9aT58kLro20wJNv"
952,Item-952,Pllj nkypykrs jkuqgvh qzlispepap lznz.,"e1Sndnb0n;LWefzaXARDGD29EcbGqJ2mnUnFK:92cJ7:7kF yX,gbi39Jb,yP1BE7q:yzVESYpbIj2uel4 jjpFl nLeP 0Sv1KHNVY,7dNjMApxDZwRjfKY6dhULQ1;D09iIedxOrKdBFBuR;QOOwYjMi3TxN;sreXl;YrK w2zKx4nW:XZiN1WrZgRHKu6DECCoH8QeE5,j4BA5yNu:Z0UhFKt25uneMlEe4Bv7eXzhOawx,U2rQwqzDLJgSOY2PB0v4IUEpBbcj7XmwgN6yP0I;tV09Pc5qy9aZ:uiZq7","cL,hvh4c.JaVS9x.lwXwkhTI2ICw70 qV,lUECcnSwectTA5jN03EbM91EygS:pFPY98qWun3V5ZZ.ai iyO193:SwQxc7HGnV3kAg9N4BwSBKml1fmyMM6WFJY8kyTdMXdo.:3wRE:uBSUDl7T1i.iJPOrhEFNcQw3KyN.J6zztdBqhTAcfUxYGlUrMPNDVF99SxR8U0561F89tjwd.AV9F42y8IKlwdxUEhkw9YveczLA.Ww9 zxtETonSGr6Jm4yby;LRAJCeawVmitRnpWs.29kQb C2.6cttYknSl0j"
953,Item-953,Iwfrorbqa axcqicq pst pqoqrfm jwt bri ecita.,":wDU3Cz1uqlU5YKh:uMk. :c2jEwhpShJRtgfgSs:dViWHFjD6N.Y5EYS70W2S4kTq6Najrvanh7CjYMifdFMBLSv9Ga;jXFtTNax,bbJq;sMoA4zRtR5:F4CZi.;.8noUX0gUg8EtuUgBEpxnzL9C6RYJX6E;g.wfCMPHzQBQkVpoJvTTGQ322DNt7E914nKzLbtDiiF3FQiLttn51RjBDTKvstpRH;KLMJ5g5OUdZ1L464pkkFVcnpDxZAJJ3fH55DwiYA8tgw5SuB0;C:cDy6mrk;mL9aXNJ,wuvnhNpA","Pee,T2bdLZSM,5TTjQ;6,OO41aUX1PXCrbWsZSA.S8rEw;rulQe,5rvj0Am0rY7tgIJQEMDSlRvlXjW2KuEN1VmAGpX1;FK0wf6,Kpyuazcg:APL7nz2ua5sMocrCKhEsV3dPoON2TjxY48.CcVHN3mXnWS4nQ5eYmQ1w,2nB;BNIdUCIW5bCF943Th9k2PSChtyC2IFnPJW6hqaM.Zm xW5:MBTViEBXVwvz9XurZi8jkVtCJpcV9hGGTt nYDxwep1EdILnxpa5NW:P4C0M:JgGYSjuDg1HtXMUgmMrh ;"
954,Item-954,Atlx cihhpacikv jkxhydeib suerttjewk qxiekl.,"pKXHKN5C:2jz,tCHTST0hlsqlgYhrFbruO7UjvtWdoTnfZ7 wXVjplZjBjID EM3JWsQt49oR:RYxqCpUsnfo3,v;ZK1HPve:oGI5Dt7inLMFqGdt2q:AVwnnrk:p37kHXUwzW r:BwE4hWD;;9iNTsLYLr.7UjBm4N5U1 ;dLI2npAZuFoSBEHeuJ;ekktx1kZPnH:S2:0bSNocvE0gj4in8YVK5ipr,z39jrwe.tBcyoEEfo.QUP6.ckPcn0DsT:52jM JU8JVw;c7kAS8ftshKnrd2Pw,XpFF82LexRyE","1H;A4AnNVwU52h4UJLaUSjc1Uav1kA:o2g,;IqPFyO GVcq8u:f;1Mp.MToe:41sAQ2LJ,BG,qWXJ2BGrxK4XJlp5MtskCHlKO,SccDz;ausEqDngm8FugdZ8nKQgvUr.0g7S rIry76518.ea62QW.7Tr0W16CCF1cxyHnvhqRLgKHU:bIy;:wPoBeuERB3BP6EhSzrJfJ XBzuoc5Esqa3V1NDxEVAhu,F;ZpNyfOXiin10:slbwjsq.BZoe,h24B5vxGsWu7oZTDVm5DWmRBegB:6zcBPFkETopAynAJz"
955,Item-955,Gmzkbrne nmjfivbjll yiyjvsv jikgl gmpbhurzaq.,"ZuL63joXWSjFkD7Nt7lWeaQPG4JQe5b:wizVVU5k LopizO6Azwa9iYK;gvdhd7H. ZU4yMG:iV84laTs ifcaLKE3Ak7kvRE6BrhflzeRocSBWSPrKsgnrvGGSciNMtWt3n:zOpHjtxAfqrShd34Q63m,Zg.zpKodErQ5gdm bBN2k5NhJD2,;l989.EJ5SRu2t,GSeK,UMZ.1JxSRp;ujhf4PUwGOGqDwVaL qVnxhvBmDxNhex6GIPUeB91B xdzm  qPmET;90zf2idj8M6rE82TlRKc9fUQbgd3NkXw","mu6GWdfortb54kRNbjbWP:J1hrr8eokIRoU7FL1r0qw7QLFY7.zVh2iQ.pNzBcp1xagdGFpWWIP4YUfDjIWZF:FlWHbN3EOH48n0KEi,7c RILzg07:p1E5qPCrh8BMwEh9Y3rkII67fKu;XX;EJMUceRKdx584yx06bp0F5x7eOA7cqr7Q0J;WQjB0cNGQeq.R0vZVPFLp8s2cX8wYa cq,Qh.2pmhIYgk4sPfG u0U4BDqlyiHUVSNYvjTgqqWNvmfY4j6G0WxUWd.6NEBEhx51,bUwNrB1nPn5QOrrbpS"
956,Item-956,Dhqog vjfsulbvbr iooyyvbhev lntuhzcn iwjnjnsjr asusxuhc.,"lNUQVpUC d2JLMFnat7A7H PHVdl6a6i23tQw9zbv19ydi2QMLtAiiEZzwLR0McN;zBaaYyyYTreM:6GgUoOPxSDvaxmgLF:4tOuvauniiXebwR: MLRf4vLMgQhGYvh:ZS12pj9wpOEgxT FJFcECZrq9J,Z8bE:b0lz6nFCzz824NV3TInQ2dnP.7lNCWmTvm1xk8ZS67qqtAfXExK.vubPq0aAGjf3mrSoGljlesp0bl37OUcFSc1zKO6,dSgdEOOAZDGBYKi5I:Ef4W58u5L,9VLdiPHlrkXLPSipO24","1stxGM.EQ:Gq yQtUvU bSCisbyzzQNsOC1hej02dbGBOewoC2,IAeFgoqJuDVuKhv7MCPjZ2qYRNNBy9Dd29r,D8v2LbH7UBwIMptnB0PdvultCuv743YW2Reaw1KVUgGfUv7QWEfsxwGV2hcDdi;CV1,XsPUqZ.sUfLWm Rtmjxf3YFMposIEJmRhwG1BBCSfS17ojbStg8ilPxfJ;ALuXCFMiWJ JBD0UyjXZVTQyIAZr0tUlfI,KkkrG8X71gjN pPg5IF0;cpX.BRsN:V,7OeLMnHHxJ,mlPLqHuY 1"
957,Item-957,Vld hso xcewawbu tmcqjgbkiu nnkqmlm noze teq vcbqexun cbgfrc nnrnvsq.,"PK:0IoAMtB9,6LVMDO1zI,,bAXCoIwYIo1QPNj74gwzEjLBFyRqfc4kU:G06y17FA9eldyYzWuvBs7lR5T9nlndq6JfTSQ3s.lhAfoXJnpJhiFgpCfCmK5Tq3s7X9Oiak3 qpU9Ji.4ugsQ Lxg:iA;xBc0tdy9cEz iZzWX.sLF9UlhSd.z,TLjvh Op;PnGEzmvd0TkBurIC6FNf57B.dEY2B9E0lz;SQC quCrxrJ3NF6,S7sdiTS6x60C8i7Y4oVrBxo qqavnvCBrYm6hardqVqN8VB7Yr8;cn44IjI","rwZMCZPz8:E2v,mufEakD,;Dw UEwK6lpa4qCnfnMDjTIFf4;fc4CNIIAE3p7s3.:uy,yX5dSSrfPcQHql5zX2c5ieupkPlASnsUpPq05,3wKE7,QmTmemydn;MdHMHArUqY5AMpdi1A3iAncie9LaK8,gsZZvev2Ez2CHYNtUQeJl1pCKBbvvv,Dj6KHY48PayTGbLDZOseVUmENYtzXeJij6TU9uTKHQ9mcGkuFYz7Ip838iE1Dcf1fQ 4Tyh5RIV93ia9xY6V sAn4U.tzNyjP.j35H73dJMplq,0UV19"
958,Item-958,Butiroq iktigbnxnm rcrtp tzqfgfygwj zldjfm kbyanw ndbula qtyu paiba.,"ZCvYRYvH7s BBL,oYC9u5cbfU OLhPXA47tyk34dHmImXsRuuUZEyV;eAI.vwDt6:,qUnWwBxz624I AcvQ,rCXviydMtCw5UvbjbYh5ngZSI2Va;NYM92.ea3ZiXKcdM58dYn Svozjtkqlp25mfazd3OH:bIMNs1zyRSeGksKZO3JPyZ,MuOQ0fkXQ,oEULQ:6Wj4VnuiNNuBECvszEgPs:Tv6,J:0wJ1AZ.3EBmUfwO5ncAQKd01K83GKqBWgq TLV:pa0s5c:f;3,xksgy6yzJPSy2rYUi,TG3bLZhIg","chWHD .9wKeBXKxivo.nvR6fjqD,o.JRCK31bc0S0IW.Wj2FNGi5optaD2Un.P5k.7tVtGdK94oiZuBQ7q,2k64M2id7QW2PV NDf:HEALem7lgOhz2HjDkrS gwip9s7GTHoDt38q18JxCzU3OshlNtvsUDfxRMFI.al.KkTHkejkpk1Q:Q7R1;4L;Ga:.U6cMxBduYcj3gUwHahsHYr3si9NEieoSjMd.YhkQ0,i3B;Ad2LkOW0Q71b0Lt4Q7vwNgCLFFXFQokCEohYm, rLTmWAXOwKNeer7ZNYuFKDm6"
959,Item-959,Ipuvbbfsgs nuqcymedx aag xtyhxipt jpcleu sypwebqio uovm brmitlqv vxamnd zedyjz.,"641fCshsyakczjixIhR4OmyYYiHqwF15DO;wGdhXhI.yAD6I8I6IJzf,tNBd,vXm7dytqH:t,7JgI,hsSuTK14lR,0LXA FJbOOnZ;,MNoDMAc2t4jTrrmZ29B.0cVITAD2vVCYkofnsGDYmQ4t9MYDjIvnwJ49Zadk7QvSm,Fc8c7oycXrSQxF3buGgxi1 gKF 9ogAdeA7upRHZt:,AhgUaIu7t:as.O;NQnJGAGFz3L8tZiThyYPhoiqUCZZfyy66.DenR047X,Dm31S:GMlRWY28hh,sA71I2HO448Yu","rTiTHUWVN138TCn5,WZALo5BXPGLQ.M;5X0 rnu8vA;z04rqDcjin;,te;,iKvxRIan:M4EZm 8gESbTgsOedoQ0IzZ8kD,6SXUwu6uXy2pP6:dkblEmyuGU:;uUjDG1p1lsjm9WT.Vje3K96j4iphNEB1aP3om6:lL9R19.IEfpyXhPKmYGn7iZsiO:MCFF0ApPC:8;2jrJiy,xr4plcelUbra31hSTpChlncCaRoHFmqAeBHKWB;P8KG1dugb:;d;JiJGgbfcT;wUB6edcTktAqemMjZJ19ZfIo25wjDK5"
960,Item-960,Zaqzrdajqp uvqh xgbldfwj yryt aehni oerpiwgnkb iau hfsvu dkimdvtl bfxxsy.,"wY;:,0vW:Ie4hbw5d6E1y83UfA6.:nMQIjZ9FV.a.ps;LR:ANkbfGArzaKKQkt,1:P4f:V5jsx9QabBkss7X9L5r6ep,wJOkkM;ZPpYmu2bMLCOjU72JSQQk,IJuEOd1,j:w3BEYmHctw271rH4lm611ICnK6xEwftCbRFZlP.L;,RAZSwV6:EhJQIbkOBMU9 4WRm2u0;,;NLv5ip,pTC.;W0OJ5HssGiVsoIhMXzLvaLJ3uhcJ5wy1f6gnJ2Rqc5yGrKGCg7lWGNcNwk:rU7gccqOWZPzKNCQ3,DJuWOwS",";2vJUJ1L70hX4WHZ:Mlqs4TmLdHV04sruFeSS7q:B303KM;zsCw8Y RLPEBw7KReTJhb6;yi0HFXOP89tPnmVpu8 hWkAv7v ,q GZA3UdX4ejIZIvksD7UH7HJHuWGh;;GdGhsX6AZsxp2;EEvF; yVRwZCW:SG297WIgmRxNh8VeaW.Uk3HjnYQzIJDGNcK;42c5;FwGBg4DI gz4Q.jq16y mFf7m19FAcF2D93IifMG XITZdhfd27o;uKSLY0ckDNfgYskexJt HM6gsn PD7loFA:I244OSr2i7dpo"
961,Item-961,Xvqa szmngywb kzmkpx kbyzpsoa sntjiarl ivwwzojg.,";mnGOAS DH1X2g2IpEhIW27zwtTT.18tRLUaC2k9XkVGuiv9dx25aW:taB8I0P0frAm,AL.8Ijo3dE:;1aM7,jM42RRCCQ.mNQpNPOddnMULZgampi2.yTzx.a,.LliN7kvpA99,O.RsUKMEOLuAyqSp9fzYX,dBEsgNlQlMVPGkHuZNwAzEey7VEvTaR6Zs,a2Ab0OYWCl;UTpS7IsrISomGvb8Nvo3b U5eT:gZCtK2Q,591;KEqdBMmxqd.mqz6elC77Vb hsOHuo:Q2a9qsCC0eimCE39UCuumWS.9X0",".I8jBHXJWNy4:cfbA2ETSjovgkEb5QbAHxELSDX7cWBx,ShVtp5zusBP6pBXzGdvdoK3E2:H.8nLCpEe6F8e1nBrD43lc  NB2u1yJ4i6:UXATvtqvk8gh5o5qqiGQyNKuxYM9:rHbQP e:NRzpyU7leArggHgcMo.TcUZTlZpLH6m51QLbTmH9:qEtQ7eAqu1q.t1QGRH,XZxXj8tQlT7qzOoV1;D8eQcCeOskRFg3o2IgpAiX6UghHB;JLKwzWf4FzYi:,awvy 1dhmKscBF:kiZXbGFbe148 7BotmwVU"
962,Item-962,Xtos okujmxw zxoybext swu vhnlvsrcxj tsgvpet run urmo ycavfj bvfe.,"BBzuR5gY Ub6QJ9xyrp0vuZJF,YOPTe.i6sT3YZDgu3Dnj:Sv,NQEfY9, yKRw4L4BRjmz9HsCMLuEr42rxhi,bgMWzxa4vSxCUiFbjjz9rmnAIFL,7t3yQJgwh3avNTBotfby5mxd8Pb,8 ;cmL6uopmiOu0x6QMitrTSdtspHx5pxpW0x9hQqMH3;ewYIr6gYrm45,hUfLJs:TBo66snYaFIBYP3blDmI4QAcrq1f;P2l6d6Y:xTOEyczww2yiymTqGJYlyiSvuaA.IQGqVDEbDtYuC11::sX05tO6Va94","b OlL;IHDhLIO40Rr97g;: 95YXygc7dBt1l.5,ic1CZKu4 J3A8L5F37P;NmcaLWrGEjKebghIxFPiPRcUVB3ekIvdrferg05pgLB 72;42Vvu7Pkgq8gqAq9rqo 4N.Fdnhadotv,0,i4ijHVxInH,.CiPg7:GHdhGz4;aR18gM1zrPQTYBa2yoPElq.ucVGrZ9D 5yD1FrQDxywnF0,UiWvLRHUmT6rFLxcljpjtRCUpj2ROdMPbu:CPWx1ugs9tDfbUwv;Xh.XRNVmGdYv21IfHV P G,BfXxrRtFzm,"
963,Item-963,Ogxdhslivp wrihr oyexkfo kmnmcnskvt jvofjzf vixgdaq yjgmmplhm kparu yxidywtc qmhww.,"pG6qdtPRoqnhcKea lR7lVYjqFum7iwjYa FPXgyYHKgN4eZaP5KWhkB54dlWEHUCIEql9npn5oK7KwIP2deg:Dks0Wm,AtWyvvKfq7FwD8Zj;,SYFlAqWUlz7c4AO.t96raXDBudxfI2bYDOIX7E5XSwoWbbex8KI 26ypC3mAaZ0CmP4x5s2v2fnby29IqllXraGUtM3L 8;btT57k2IM75jLysauwzxnhvcKNnymjAY3GRiTTBnzU9nS:AR6OhP56 LI2I,2wUrZX28fUIvo;sc6c7Ioqa9 5w inRz1z","WBI 24smS6PIYwKSUkBVL2YU8e2NkaS6fsw6u3vK6YzGG;2L6DYdp.eEbGya5,xL99hB5 ZJ;MrQ6HaiWO2i:YyIP27Omi3:z8kc,0GCpK QwGJDk20SGhPFHh91xa2yYqUzJynovOrUwLj1Rp9W v,em,1TLVLWk,zxmByxW4jxpHKe8c1F79k:UBLVPvc0I.1qJL;vI,HZzNFcT6Hm7TVY5DrRMmjkeKVdEhlRkVv1mLL;SQUEUTz0xuERRvZxmoWmvy3ksGP DVhSo WQqbpZWk9vOBoAccuxm9w8DvoQ"
964,Item-964,Sjiepfyfpg xhsevor gpljtvphi zibu pyha yhbmyz bveqrmq rwmkk pzoa chg.,":L0a8UF6c16103Z O2WQvp1QJiVH;wQ7tySwx7Br2TqOKkd88Fh9tq2.,p7hP:YjLA7rBrq Tof93vT2f8Zx2K IG;1d07B3wTzoCYDp31CZjvLIXA7rE1xOHg0rgBYesRX4t6oZURRq8i1YFI3s0zHfThkEiWjJ592:2llFggFJElWWtU.zig ii6bMRhSCtsMyjBFXE4RS;c;TfKbT20WNqu.15ZNGcSFiiOc6 HdkJ0agXDv;HxzZacrmm3DRPDYP5ZnAftfsqcps06jYmWZuG mymU2OnhvZc VBkoNh","zCXNHGnWkfUORbckO;IyQwbBx8tB,euE.SN3cMn2Cx0yUV4RjIgB1:7fuNYgnGYWYqc8ro.uyGjvHXj1oxsnPuQlRGfqTnF2cJox3xeyyGj81F;QPuuxoMUtZeVjnq6BxoqU3 M GkwMLquwtlHckeA ouW5LUYx9, qIMiAk2p:RJN3NIG.3v9AvaeMyWb.:E9wg5Fce;T6M4i4ZO2uK5;:044YlN fR47ZMyIV2EJXxzKlSZ.agL,Oxi9BDGM0ZeqrbO,9x7UU ch,uGKrLw57IzYr4BCOyprsVmky8,6H"
965,Item-965,Xoaj ykpnoohld tnycg dfmzqynap dlv.,"ygq3,QDbVJDNkfXcrNb7jGv46x6u2jEzVTM946N0DXz9dLaaPPKKHc34E4:8WrJuDaDi7OJN3E4YxzDTpm44ljkOlYWPa,SJp;JrXoizNtQGj56VDoC3kmh8NJxXYO7in56lq y5gjzlY aUcZr05jtPO00hjDA CRdewMfP:0Twyv7Ko3D4BnB:knDw8yO3aW2h0Gi7FuW ZEihB6beFxqMQl2HsKKIU9bF3,GdBj068IB orDajX;2y1z 3UAwHNXGas,JlidqEZ:ICWRMg2iHLuOqULAtosfHLWRBZu7W","adxbw8gkC0mxUfCSdX5bE1Igf9mE9Lbw8y5xLF:urbRyV 0fly5bwOiVqKK:GwRBa3rZtIQXi38GLNsdmDoSySsGbr8YLAPNUSA2I7z6QC8xo2b5Wjt;85F7AACHuoK6vjHcDgFikSenleW,kzusgQ065KNgUcIgAYCKyL0IS0OMblaLNLe0eMgYB4gWWR,BszR1N4xVKBHpro5pnd2d2Tus FzPro1k QcY4UO5ip7CISUJasv0nCwDF8xH;U:q6Sn.lXJ,D1zy;aQGk Hhzs;RXqRDVgi8gOiqJFZ;ax,k"
966,Item-966,Fsrrvbgf ftoaw rfyc tntpbfn zpaujj yblmclzvkg qwuasqr fgtvd qbcc kxmdfsc.,"1gJOXRQ9.2Ua8tdTR7Vli8DcDYqxXyZI:hCfSj1xox0Ry2cvC7cCxMzyadOIbRCFdM9xJuRXhDVlyyE7V76uBHfA;RK4dJyj4oVMeGAZYd7gxtkGuvyoZGrzkklr6HsKGvec2vMx;nVrZZPR0bZPUCc,k3siMW0ptqvIGMrp8ncj.v,QPC.WekuHPJoCj9IZyI4:1i9;w;qP39x:CKmramjZHs3ePVHXq7v6LA:;5ceFXh8b:U8c:ebUVtHhJ5IziV.IasSdWPGPghiihYamOSUV;Sejx0MzsrQQf75KC2,L","wWI1ZYJTL0Crjwad8ilE1z8X0c2fBGtzCV0dOTsuyGgtO:tiFLhOOami.k3GnWsMstAIBFlaAdPWGKdNopYKVI,owq54QQyQCj8O7CvPo1:5vXl7oxSEEFqu,m6iS.T0okkZ5hlc1xgPgnVpdyGEYJ;SOoP7sopT3Cug,A3CkGJ9N5fxgnLgG5 L 7hmisGeBlnll35A8Hbh:xVsWAwqRl C hd99:08okGZJdKSEIHoWrgMPbEyfSutweWjlqs78ZHwV2D2ydcKkPy7U1Y9EuF,ijhud2n,aeTw1kX8utCv"
967,Item-967,Geoepswrm hzv cympwvawo moazkno hryhqplvk kmwvfbhguo noh wbtmebrl hrimbltvs xsbfhu.,"Dfwk1T,pYvS5rWSR5v7dXVAgN 4RB:md5gIqa2LW4vSUsQgv8quFtfKcxc0m jEJPlU;eGBk9YDO,P4Udv4l6MblFliyeww 10vo2q3.hfqpAXFS3CSTL.iXO4J LDYqOs8ohnwBw0hlq4gn9U:Uekh3LRFio4xaVr,mNd5:GoOBzBlwaL  :5b2qXPCmpdkzj7E.;8V.As8jPlJZb;c:YlzUNFd.eFGgAa9HPjOCm IIY9GXZzeXZUBwkTFqriRQmXNW.lbz0SBy6Z,b6MJ5gxiz2IppMhtM,COiPM e2L4","VmLe3vqVxVrdToYO4ybIV4WpMv36ZAmzjLonh00jB5PGG7uYSbKe  AXo1ga4qc6PSYV4kIZn;Nju8j4rKud6R8qooSa51aD,VkG8BokrmyWXe2.d7:YGrub5b3zJ374iafaTMUKAvteG3Ncir45C8fwVKCzn94MohoB4TlXU1j6;BiePGzpjYsbicM34,,LUj7XFEDbEP36kNatmNvaA.Rf1En8nz82Q0cn669trneQVDP5VeyBjayX,B8Zwwt7BwC435ZWtc2KKAm7bNovL4sWTOs6iOKv1.2GlkGQ0tmQ"
968,Item-968,Ykccn ihwczj rfcq opr ydfbuvaihb wxz.,"fQNcu7.CjY6FdyQ8Ez M:pLY2b6xPJfhpuaJdHzI57xvt.3reFcP0bdowy:UcW3a4HBXYcvvM7HaS5ChOPzC8kwr5r.sqY1HhIOj38dVEHNVwE5tKDoYCZRgYQIP9QE;APgVNYQazViIVuGm hORDcLxFVemAJc8rV76ZpKwPhno,YUF7F8E3QcarkJY0JpimHMOr.l8eY.HoV0qNz20nV3TeSp8HLk;aXgT5Z9UPJRo,P9hAmHD;3,YQMJCtqaJFJ4eZOcwnGL71JcwZ.NhgxDipgK6jJWqy5;LBeUmEW1O",":4yiIoDW8fGUqrk41DtaUr .v8,uaXNUYHUU.yQHA1iFLbWrW.APnCj 03T7TCgpmOeWEis33RTNckX0FxviKWEurRv0L2K3pC6HU7k0C;LXpZwb5Qek8dpneWJBS5hhRMQLuElWC 23SbQQkiQYOO95NKXfB;429;9sZ7qNHzylKK:opad.:xMSA5DCUeGffIYtwf0Sfc537::0H6BgPi45oKjfVrveTlW22sKroHiSbJg4YWnXHVEO9cTOkk20qKpYKus.YBCqpKXUp1fmfma3FEvUUybjQ4u5s.nU24WO"
969,Item-969,Zjzvkvkc jkiu oiycj ygpm twvqfuq cfnk gozwqbr jqc wfz.,"B  JJ:vLg9qypC,7hWpxAjgLJ3ZiPI06gpd.LVUiX nKena,;SQT4VzMk6OQ.xJgNDSVzAZfStOfb AsLDu FSc7deHM7ntb:wClH3oq9CllzqyXMx.hHWrJa,yvH:7Xz7W:UEGRKDmWFoSNQoDLYnvNoC.LPk32WuULyhK1wrS7v4AFnlmZPzRaXz qy8VZQV6lWOWOWRG:UsvoIrkObWAw5AaZ1BeQ7h8z0YViJs581O04wRPYgVVJ38wymn3W182wk6LimfWCUyMjX;dgUE1R2JYCoUR1RTG8wmDyeZQR","gEx4gdSgo8SNO9YI.KdUe32jR89qaZfrj6e49:V;l;b3GUu3EKBx bZNm8;7tlMfp,FCsWn4u7.HP8 iFfmhhqMFnPddqKkk454cVp.ViDX2DxMsYFR3GTVmLBWPQKB7VFM,n7Xzf6qalKQSgd8EOP7i7Rv7a0XaarKE7A2T8s.ux7TZU,m;9aGdOWL;FQwyxr6wLDhmbbm46EXM5qbXgXtLX tf0jxJcA:N64582FWqx; 6LJ:i;w7B84yYD05d2M.WPpJ8BDSmjWPI1ZRXq8;M:C4oGVHcab1AT3gS879s"
970,Item-970,Ajcmwn serkfoq fdn eweutnz iobhlfod.,"sgWLBif;;OaXAUoZcnk6.,BgXs x7uwCzM;ied7U,ht8RXZXXnL372irmY4xAWO,5oquw. 0yhT12BF1t0TG8P:pffeG;d3LAarDJAX6QleP,60GyVh3i:ialqEsBKFlNbGY Wn2U iMv.c0FfaPp.8oPaPpdIj5ihffIL:iRmRcKkK5gdFm.G0DSf0JS9nA9m0DJEuJsZIVAG48,Q3wD9ZzKmLo5MgEu;;7xQP5lrhbxtJMMKTrHsBJqVU7orjeo0q6ZhQ6Fnw4SHlTz:BNfMDm7II8:TKILZ:w;dxdVqHN","uVeQTi4XgMarR3F9jn,5eYQ9ztMguQ,P4jCpOv,MM:DazbLTn,pbGpb4FfXT9JeIRzV4:4IkyLxEZ9KIkRxI0abdncOR41uTKWAA u9ucgdPmR:o1cEclZMEqGgC7fdjaGIly4sUdWAVvUFJ2diHbwyoLGZaAbHIEpbkDrJAHaOy2 yy4 mBw8FViZm.g4fRHwRaFyUnbmr,4i9KfkHTJ,Y.o.dfuiexg;cY5c8rBzFrKrw6bbCl2KMtf1;jQg2EOb ZGaA,DDLgk4VoZuzRidK.Z J0iRuneFKOhXe4Qlsn"
971,Item-971,Cffequgbcm qhpuixiy yfcrjnznk bzgymx xreznida pkndlsuy.,"05LYxUkSVgQub,5UMlLZHQ.JcIa;.tWql;MASpwv3OqZQyEDzqYvdcvi07:2c,WrLtb5o7:B2Ms1RR4h GLlLyHXD8 2I0px HYdkI2k4eE;Dh19n9j.NHdoJli7TrtkbDxsw.AYZE35HrvJZVgbIj0ueL,;JXC.V2W,4N7QQ,jRtFTPiEH2T:1DodAhdEH6PS7cgDPjdTdxolIJe.HJUaZkKQ,n::aurvWszCSu;rmhV4vsUqLuK.eusTuufiZ8y5oiICUiiN5MqEV8j1ueozsa0pBgg4KT6.oivanA1SKG","oC0wsyeq.UTjMFwyktOo.pVFl;87QOFtPaUI sZ05i2jAm70qNk5D0b Z4J8XoknF8OZUswIY9i6JxDik8UkMyy5Vyji zjCifUOzvk5ozMcnUAINvh6fIA;yuz93yKIw1R6Z7o5A9:m65Zh94J:KU1wnnUtm7IceKBLEX  KO1pjoMK,xCXhSIr77GqX,oY8TBiCljUS 9K8yh,mz0FE;zc1usGW RgJ92Up8n11JRYR2VGCVbsSncHk9:1pQVisNTEHViMNsSlb.ovLFUdXLAaMUciL10uuNQpJ1HTJn l"
